csd_code,q,Stoichiometry,num_atoms,ligands_list,tm_oxs,ligands_q_list,reduction_pot
XELQIO,0,C24H30FeN8O4,67,"['Cc1cc(C)n(C(C(=O)[O-])n2nc(C)cc2C)n1', 'Cc1cc(C)n(C(C(=O)[O-])n2nc(C)cc2C)n1']",2,"[-1, -1]",0.3320778985781175
YADYIL,0,C28H29F3FeNO3P,66,"['CC(C)N([C-]=O)C(C)C', 'F[C-](F)F', '[C-]#[O+]', '[C-]#[O+]', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-1, -1, 0, 0, 0]",1.6698912639567582
XATXUN,0,C28H19FeO4PS,54,"['O=[C-]Sc1ccccc1', 'O=[C-]c1ccccc1P(c1ccccc1)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",1.5410860396381796
DEKFEH,0,C27H22FeIO2PS,55,"['[C-]#[O+]', '[C-]#[O+]', '[CH2-]Sc1ccccc1', '[I-]', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[0, 0, -1, -1, 0]",0.9791447387563366
LEVYET,0,C24H23Cl2FeN3Si,54,"['Cc1cccc([Si](c2ccccc2)(c2cccc(C)n2)c2cccc(C)n2)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.2477813050168141
QAQREI,0,C32H20Br2FeN4O2,61,"['[O-]c1ccc(Br)cc1C=Nc1cccc2cccnc12', '[O-]c1ccc(Br)cc1C=Nc1cccc2cccnc12']",2,"[-1, -1]",-0.02025623775343116
PILXEN,0,C26H25FeNO5,58,"['C[CH-]C=C[CH-]C(=O)N1CCCC1C(O)(c1ccccc1)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.2317447244856694
JUWTIE,0,C23H24FeN2O,51,"['Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[c-]1ccccc1N=Nc1ccccc1']",2,"[-1, 0, -1]",-0.341553120329171
HEYNII,0,C19H26FeNPS4,52,"['CP(C)C', '[S-]c1ccccc1SCCNCCSc1ccccc1[S-]']",2,"[0, -2]",-0.2816811044844993
XOXROS,0,C27H25FeOP,55,"['[C-]#[O+]', '[CH-]1CC1', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[0, -1, -1, 0]",0.4387857489626759
GUFPUT,0,C16H16F6FeN2O6S4,51,"['O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F', 'c1ccc(CSCCSCc2ccccn2)nc1']",2,"[-1, -1, 0]",0.8838362258127537
QELNIH,1,C16H32F3FeN4O4S(1+),61,"['CC#N', 'CN1CCCN(C)CCOCCN(C)CCC1', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, 0, -1]",0.7090733072151829
QUWGOG,0,C18H18FeN12O2S2,53,"['C(=Nn1cnnc1)c1cccnc1', 'C(=Nn1cnnc1)c1cccnc1', 'O', 'O', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, 0, 0, -1, -1]",0.7331049238324867
DEDMEG,0,C14H20FeN14S2,51,"['Cn1cncn1', 'Cn1cncn1', 'Cn1cncn1', 'Cn1cncn1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, 0, 0, -1, -1]",0.48050832790787174
IVEQEF,0,C12H32Cl2FeO4,51,"['CC(C)O', 'CC(C)O', 'CC(C)O', 'CC(C)O', '[Cl-]', '[Cl-]']",2,"[0, 0, 0, 0, -1, -1]",0.614845953812498
BOBNUD,0,C19H25Br2FeN2OP,51,"['CC(=Nc1ccccc1)c1cccc(OP(C(C)C)C(C)C)n1', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.23557691723053759
WAQHOO,0,C20H29FeNO3,54,"['CC(C)(C)c1cc(C(C)(C)C)[c-](C(C)(C)C)c1', '[C-]#[O+]', '[C-]#[O+]', '[N-]=C=O']",2,"[-1, 0, 0, -1]",1.2189995889842649
RENGAV,0,C16H38FeN2,57,"['CN(C)CCN(C)C', '[CH2-]C(C)(C)C', '[CH2-]C(C)(C)C']",2,"[0, -1, -1]",-1.89847264791373
MOYVOL,1,C25H31FeN4S(1+),62,"['Cc1cccc([S-])c1', 'c1ccc(CN2CCCN(Cc3ccccn3)CCC2)nc1']",2,"[-1, 0]",0.0008464820832070896
PANHUJ,1,C25H38FeO2P(1+),67,"['C1CCC(P(C2CCCCC2)C2CCCCC2)CC1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",2.1171170883468804
NOGVEL,0,C21H26FeN10S2,60,"['Cc1cc(C)n(C(n2nc(C)cc2C)n2nc(C)cc2C)n1', '[N-]=C=S', '[N-]=C=S', 'c1c[nH]cn1']",2,"[0, -1, -1, 0]",0.0992969932129471
JOCQIC,1,C21H40FeP3(1+),65,"['C1=CCC(CC[c-]2cccc2)=C1', 'CP(C)C', 'CP(C)C', 'CP(C)C']",2,"[-1, 0, 0, 0]",0.4569365092246496
RITYEA,0,C21H25Br2FeN5,54,"['CN(Cc1ccccn1)Cc1cccc(CN(C)Cc2ccccn2)n1', '[Br-]', '[Br-]']",2,"[0, -1, -1]",-0.15286576834198956
VAHGES,1,C29H32FeN5O2(1+),69,"['CC(=O)[O-]', 'c1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)cc1']",2,"[-1, 0]",0.3126123314690677
FEDCOJ,0,C27H30FeIN3O,63,"['Cc1cc(C)c(-c2[c-]n(-c3c(C)cc(C)cc3C)n[n+]2C)c(C)c1', '[C-]#[O+]', '[I-]', 'c1cc[cH-]c1']",2,"[0, 0, -1, -1]",0.2001782499305696
YIPYOO,0,C27H25FeO5P,59,"['CCOC(=O)[CH-]C(C)=C[O-]', '[C-]#[O+]', '[C-]#[O+]', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-2, 0, 0, 0]",1.5970697807833634
OBOBEN,0,C23H22FeO3P2,51,"['CC1=C[C-](C)C=C(C)C1=C1P=C(c2c(C)cc(C)cc2C)[P-]1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",0.44818995560694025
FERHAL,1,C16H38FeP3(1+),58,"['C=C(C)C=C([CH2-])C', 'CP(C)C', 'CP(C)C', 'CP(C)C']",2,"[-1, 0, 0, 0]",0.22624295591101512
YAKCIZ,0,C21H31FeNOP2S2,59,"['COc1c[c-]c(C(=N)c2ccccc2)cc1', 'CP(C)C', 'CP(C)C', 'S=C[S-]']",2,"[-1, 0, 0, -1]",-0.34219813077920874
TOBMAZ,0,C22H26Cl2FeN2O2,55,"['CCCCN=Cc1cc(Cl)ccc1[O-]', 'CCCCN=Cc1cc(Cl)ccc1[O-]']",2,"[-1, -1]",0.10001051341087824
GICBAY,1,C24H27F3FeN5O3S(1+),64,"['O=S(=O)([O-])C(F)(F)F', 'c1ccc(CN(Cc2ccccn2)CC2CCCN2Cc2ccccn2)nc1']",2,"[-1, 0]",0.404311282199785
IYONIT,0,C21H26BFFeO2,52,"['CC1=C[C-](C)C(=BF)C(C)=C1', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",-0.10352879023949607
BOSKIG,0,C30H31FeO2P,65,"['CCCCC[C-]=O', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-1, 0, -1, 0]",0.7698912746108275
OGEKUJ,1,C31H25BrFeN5(1+),63,"['[Br-]', 'c1ccc(C(c2ccccn2)N(Cc2ccc3ccccc3n2)Cc2ccc3ccccc3n2)nc1']",2,"[-1, 0]",0.3219381267817159
YIBVEK,0,C23H33FeN2O6P,66,"['COC(=O)C([C-]=O)=C(P=C(N(C)C)N(C)C)C(=O)OC', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]']",2,"[-1, -1, 0]",0.4179216021412698
MIVQOZ,0,C31H28FeO2P2S2,66,"['C(=CP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1', 'O=[C-]SCCC[S-]', '[C-]#[O+]']",2,"[0, -2, 0]",1.1148645924863636
LOPTAM,0,C25H33Cl2FeN3,64,"['C=CCCN=C(C)c1cccc(C(C)=Nc2c(C(C)C)cccc2C(C)C)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.19765978957868385
XUPLIF,0,C29H29FeN3O2S,65,"['Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)C=C2)c(C)c1', '[C-]#[O+]', '[C-]#[O+]', '[NH-]c1ccccc1[S-]']",2,"[0, 0, 0, -2]",0.884319311061043
ZOVKEC,1,C24H31FeN2O2S(1+),61,"['CS(C)=O', 'Cc1c(C)c(C)[c-](CC(c2ccccc2)[n+]2[c-]n(C)cc2)c1C', '[C-]#[O+]']",2,"[0, -1, 0]",1.1785866962315799
KUVRAU,0,C22H27FeNO3,54,"['CCN([C-]=C(C)C([O-])=C(C=Cc1ccccc1)C(C)C)CC', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0]",0.9790897552867983
KUHQEL,0,C24H20FeN8Se2,55,"['Cc1cccnc1Nc1cccc(-c2cccc(Nc3ncccc3C)n2)n1', '[N-]=C=[Se]', '[N-]=C=[Se]']",2,"[0, -1, -1]",0.1795387729233376
PEWZUM,0,C23H22FeO8,54,"['COC(=O)[C-]=C(C(=O)OC)C(=O)C(=C[CH-]c1ccccc1)C(C)(C)C', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.7821201429591678
FOJSOO,0,C22H17FeN5O3S3,51,"['Nc1cc([N+](=O)[O-])ccc1[O-]', 'c1ccc(SC(Sc2ccccn2)=[SH]c2ccccn2)nc1']",2,"[-1, 0]",-0.07841641449051656
NIWZUO,0,C22H23FeNO3S,51,"['CC(C)(C)S(=O)N=CC1=[C-]CCc2ccccc21', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.2503404312094684
HAXHIY,1,C29H29FeN8(1+),67,"['N#CN=C=[N-]', 'c1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)cc1']",2,"[-1, 0]",0.3484349000993932
XEFWAH,0,C24H23Cl2FeN3,53,"['CCc1cccc(CC)c1N=C(C)c1ccc2ccc3cccnc3c2n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.14340024652224842
MUJKOT,0,C24H20FeN2O4,51,"['CN1CCN(C)[c-]2c(-c3ccccc3)c([O-])c(-c3ccccc3)c21', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",0.927316361174231
GUZCAH,0,C31H31FeOP,65,"['Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[C-](=CP(c1ccccc1)c1ccccc1)c1ccccc1']",2,"[-1, 0, -1]",0.48880412255927813
LARZIO,0,C24H18FeN6O2S2,53,['O=C([N-]c1ccccc1SCCSc1ccccc1[N-]C(=O)c1cnccn1)c1cnccn1'],2,[-2],0.6070711594180993
POSVUO,0,C21H28FeO2P2Si,55,"['CC(C)(C)P1[P-]C1(c1ccccc1)[Si](C)(C)C', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",0.8225974492883512
AJALED,0,C13H32Cl2FeN2P2,52,"['CC(C)P(NN(C)P(C(C)C)C(C)C)C(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.2820367210836679
RADDOR,0,C28H24FeN6O4,63,"['CC(=NN=C([O-])c1ccccc1O)c1ccccn1', 'CC(=NN=C([O-])c1ccccc1O)c1ccccn1']",2,"[-1, -1]",0.26266463808136714
ARINOG,0,C20H28B2FeN8,59,['C[B-]1(C)N2[C]N(C=C2)CCN2[C]N(C=C2)[B-](C)(C)N2[C]N(C=C2)CCN2[C]N1C=C2'],2,[-2],-0.25039313511018263
GAHBUO,0,C16H28Br2FeN8,55,"['C1CN=C(C2=NCCCN2)NC1', 'C1CN=C(C2=NCCCN2)NC1', '[Br-]', '[Br-]']",2,"[0, 0, -1, -1]",-0.5436810856192686
CINCUA,1,C26H22FeN3O(1+),53,"['[C-]#[O+]', '[C]1N(Cc2ccccc2)c2ccccc2N1Cc1ccccn1', 'c1cc[cH-]c1']",2,"[0, 0, -1]",0.7794430384256923
RAQTUB,0,C31H24ClFeO3PS,62,"['O=C([S-])Oc1ccccc1Cl', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-1, 0, -1, 0]",1.0039694932785774
ORALEA,0,C20H18F6FeN4O6S2,57,"['CN(Cc1ccccn1)Cc1cccc(-c2ccccn2)n1', 'O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, -1, -1]",0.6871209654656256
DAJRAH,1,C21H25ClFeN5(1+),53,"['CN(CCN(Cc1ccccn1)Cc1ccccn1)Cc1ccccn1', '[Cl-]']",2,"[0, -1]",0.1372316665548075
SIZVED,0,C22H24FeN4O4,55,"['CC(=O)C(C=Nc1ccccc1N=CC(C(C)=O)=C(C)[O-])=C(C)[O-]', 'Cn1ccnc1']",2,"[-2, 0]",0.06409407236669723
UJALEY,0,C20H35FeIN2O3P2,64,"['CCP(CC)CN(C)CP(CC)CC', 'COc1cccc(C[C-]=O)n1', '[C-]#[O+]', '[I-]']",2,"[0, -1, 0, -1]",0.6548051564123234
CINGEO,0,C29H24FeN2OS4,61,"['CSc1ccccc1C=Nc1ccccc1[S-]', 'CSc1ccccc1C=Nc1ccccc1[S-]', '[C-]#[O+]']",2,"[-1, -1, 0]",0.5664999994700499
TEXWIC,0,C25H22FeIOP,51,"['I[c-]1cccc1', '[C-]#[O+]', '[CH3-]', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-1, 0, -1, 0]",-0.07899594079550737
YAKYUG,0,C26H21FeINO3PS,55,"['COc1cccc(=S)[n-]1', '[C-]#[O+]', '[C-]#[O+]', '[I-]', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-1, 0, 0, -1, 0]",1.2737506414248088
TILDOH,0,C22H33FeO3PS2,62,"['[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[S-]C([S-])=P(C1CCCCC1)(C1CCCCC1)C1CCCCC1']",2,"[0, 0, 0, -2]",0.9040496464470607
MAZWOZ,0,C31H23Br2FeN3,60,"['C(=Nc1ccccc1-c1ccccc1)c1cccc(C=Nc2ccccc2-c2ccccc2)n1', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.32758160498905814
NEFTAV,0,C28H23FeINOP,56,"['[C-]#[O+]', '[I-]', 'c1cc[cH-]c1', 'c1ccc(P(Cc2ccc3ccccc3n2)c2ccccc2)cc1']",2,"[0, -1, -1, 0]",0.3467153634530769
UZAHEJ,0,C26H27Cl2FeN3S,60,"['CC(=Nc1c(C(C)C)cccc1C(C)C)c1cccc(-c2nc3ccccc3s2)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.5049484240494813
KETMED,1,C24H27ClFeN5(1+),58,"['C#CCN(CCCN(Cc1ccccn1)Cc1ccccn1)Cc1ccccn1', '[Cl-]']",2,"[0, -1]",0.3386259443519027
KEYVOC,0,C27H22FeN2O7,59,"['CO', 'O=C(O)C(N=Cc1c([O-])ccc2ccccc12)C(N=Cc1c([O-])ccc2ccccc12)C(=O)O']",2,"[0, -2]",-0.11395850211685071
KIGTOK,0,C20H33BFeO2Si2,59,"['C[Si](C)(C)c1[b-](=C=O)c1[Si](C)(C)C', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]']",2,"[-1, -1, 0]",0.5837097658901749
TUNKAP,0,C24H28Cl2FeN4O2,61,"['O=C(NN=C1CCCC1)c1ccccc1', 'O=C(NN=C1CCCC1)c1ccccc1', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.18571842211817718
APINET,1,C24H40FeN3(1+),68,"['Cc1c[c-](C)c(C)c1C', '[C-]#[N+]C(C)(C)C', '[C-]#[N+]C(C)(C)C', '[C-]#[N+]C(C)(C)C']",2,"[-1, 0, 0, 0]",1.1540764719255765
ZELDAX,0,C16H31Br2ClFeN4P2,57,"['CC(C)P(Nc1cc(Cl)nc(NP(C(C)C)C(C)C)n1)C(C)C', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.2495227724763323
JOTZID,0,C17H31Cl2FeNO2P2,56,"['CC(C)P(Oc1cccc(OP(C(C)C)C(C)C)n1)C(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.5976337518232879
ZIQJAM,0,C21H23FeNO4S,51,"['CC(C)(C)Oc1cccc(C[C-]=O)n1', 'Cc1cccc(C)c1[S-]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",1.1148880046330152
TISWIC,0,C27H20FeN8S2,58,"['Cc1cnc2c3cccnc3c3ncccc3c2n1', '[N-]=C=S', '[N-]=C=S', 'c1ccncc1', 'c1ccncc1']",2,"[0, -1, -1, 0, 0]",0.4110807015578615
JIFVUS,0,C26H30FeO2Si,60,"['Cc1c(C)c(C)[c-](C)c1C', 'Cc1ccccc1[SiH-]c1ccccc1C', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",1.4010375705294453
BERVIG,0,C29H33FeN3O,67,"['Cc1c(C)c(C)[c-](C)c1C', 'Cc1cc(C)c(-n2ccnc2C=C2C=CC=C[N-]2)c(C)c1', '[C-]#[O+]']",2,"[-1, -1, 0]",-0.120971491450722
OJENAS,0,C28H32Cl2FeN6,69,"['Cc1cccc(CN(CCN(Cc2ccccn2)Cc2cccc(C)n2)Cc2ccccn2)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.011377416961117437
RIDJUK,1,C19H32FeO2PS(1+),56,"['CC(C)(C)P(=S)(C(C)(C)C)C(C)(C)C', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.4126118610364509
FERBIO,0,C26H38FeNP3,69,"['CP(C)C', 'CP(C)C', 'CP(C)C', '[C-](=Cc1ccccn1)c1cccc2ccc[c-]c12']",2,"[0, 0, 0, -2]",-0.46853870262743164
ETOGAW,1,C24H29BrFeN5(1+),60,"['CC1(c2ccccn2)CN(CCc2ccccn2)CN(CCc2ccccn2)C1', '[Br-]']",2,"[0, -1]",0.012542931110241906
HUWFEL,0,C24H26FeI2N2O3,58,"['Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)CC2)c(C)c1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[I-]', '[I-]']",2,"[0, 0, 0, 0, -1, -1]",1.6585164312680518
VASYUL,0,C24H20FeN8S2,55,"['Cc1cccnc1Nc1cccc(-c2cccc(Nc3ncccc3C)n2)n1', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1]",0.17243482751294686
PANHET,1,C25H38FeO2P(1+),67,"['C1CCC(P(C2CCCCC2)C2CCCCC2)CC1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",2.0650754400781723
TEBKIW,-1,C20H22ClFeN2O6(1-),52,"['CCOC(=O)C(C=Nc1ccccc1N=CC(C(=O)OCC)=C(C)[O-])=C(C)[O-]', '[Cl-]']",2,"[-2, -1]",-0.38045490187111247
LUWTOO,0,C29H33ClFeO2Si3,69,"['C[Si](C)(C)c1c(-c2ccccc2)c(-c2ccccc2)c([Si](C)(C)C)[si-]1Cl', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.4508606234489674
NOGVUB,0,C20H25FeN9Se2,57,"['CC#N', 'Cc1cc(C)n(C(n2nc(C)cc2C)n2nc(C)cc2C)n1', '[N-]=C=[Se]', '[N-]=C=[Se]']",2,"[0, 0, -1, -1]",0.5260307695681712
LUNGOS,0,C30H24ClFeN3O2,61,"['C1=CC(=Nc2ccccc2C2=NC(c3ccccc3)CO2)C(=C2[N-]C(c3ccccc3)CO2)C=C1', '[Cl-]']",2,"[-1, -1]",-0.3194632776968593
LEZVAN,0,C29H29FeO2P,62,"['CCCC[C-]=O', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-1, 0, -1, 0]",0.6920655313210895
BUXSOD,0,C20H29BCl2FeN8,61,"['Cc1cc(C)[nH]n1', 'Cc1cc(C)n(B(n2nc(C)cc2C)n2nc(C)cc2C)n1', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.28556034076220344
YAKXUF,0,C25H19FeINO3P,51,"['[C-]#[O+]', '[C-]#[O+]', '[I-]', '[O-]c1ccccn1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[0, 0, -1, -1, 0]",1.477710145831393
WEZVIH,1,C26H33FeN6O(1+),67,['CN(CCN(Cc1ccccn1)Cc1cccc(N=C([O-])C(C)(C)C)n1)Cc1ccccn1'],2,[-1],0.024034376852972994
EPAJIQ,1,C33H32FeNP2(1+),69,"['CC#N', 'c1cc[cH-]c1', 'c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1']",2,"[0, -1, 0]",0.5912527025074084
GEGCUQ,1,C21H24FeN4O6P(1+),57,"['CCOC(=O)C=NNP(NN=CC(=O)OCC)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.6580153386922498
YOZZET,0,C22H37FeINP3,65,"['CP(C)C', 'CP(C)C', 'CP(C)C', 'N=C(c1[c-]cccc1)c1ccccc1', '[I-]']",2,"[0, 0, 0, -1, -1]",-0.3113216921469492
ZORGUL,0,C18H18B2FeN14O4,57,"['O=[N+]([O-])c1cnn([BH-](n2cccn2)n2cccn2)c1', 'O=[N+]([O-])c1cnn([BH-](n2cccn2)n2cccn2)c1']",2,"[-1, -1]",0.17070814759979297
ZELJOS,0,C23H30FeN10S2,66,"['Cc1cc(C)[nH]n1', 'Cc1cc(C)n(C(n2nc(C)cc2C)n2nc(C)cc2C)n1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, -1, -1]",0.28522355656423654
TIWQIC,0,C24H19BClFeN9,55,"['[Cl-]', 'c1ccc(-c2ccn([BH-](n3ccc(-c4ccccn4)n3)n3ccc(-c4ccccn4)n3)n2)nc1']",2,"[-1, -1]",0.09736618517902756
ETOHUR,0,C16H26FeN6S2,51,"['CN(C)CCN(CCN(C)C)Cc1ccccn1', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1]",-0.01042773021104465
RAKQUQ,0,C24H30FeN6O8,69,['CCOc1cc([N+](=O)[O-])cc(C=NCCNCCNCCN=Cc2cc([N+](=O)[O-])cc(OCC)c2[O-])c1[O-]'],2,[-2],-0.15907306589374687
GUKLUV,0,C24H24FeN2O4,55,"['CC1(C)COC(c2[c-]c(C3=NC(C)(C)CO3)ccc2)=N1', '[C-]#[O+]', '[C-]#[O+]', '[c-]1ccccc1']",2,"[-1, 0, 0, -1]",1.0829245476753104
POBCEQ,1,C28H32FeN5O(1+),67,"['Cc1ccc(N)c([O-])c1', 'Cc1cccc(CN(Cc2cccc(C)n2)Cc2cccc(C)n2)n1']",2,"[-1, 0]",0.2152471778784973
PUHKEK,0,C32H20FeN6O6,65,"['O=[N+]([O-])c1ccc([O-])c(C=Nc2cccc3cccnc23)c1', 'O=[N+]([O-])c1ccc([O-])c(C=Nc2cccc3cccnc23)c1']",2,"[-1, -1]",0.101133740594398
EJAQUC,1,C25H31FeNO2PSi(1+),62,"['CC(C)N(P[SiH](c1ccccc1)c1ccccc1)C(C)C', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.0333793048305544
MODXEL,0,C31H23FeN3O2S3,63,"['O=C(C=C([O-])c1ccccc1)c1ccccc1', 'c1ccc(S[C-](Sc2ccccn2)Sc2ccccn2)nc1']",2,"[-1, -1]",-0.17410465448772355
SIFKEZ,0,C31H28Cl2FeN2O2,66,"['Cc1cccc(C)c1OC1=C=C(Oc2c(C)cccc2C)N(c2ccccc2)N1c1ccccc1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",-0.1491286897629866
HAMZUS,0,C26H30FeO7,64,"['COC(=O)[CH-]C([CH-]C=Cc1cc(OC)ccc1OC)C1=CCCCC1(C)C', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.1293265483652408
TEVNEO,0,C22H28FeN2O2,55,"['CC(C)(C)N=Cc1ccccc1[O-]', 'CC(C)(C)N=Cc1ccccc1[O-]']",2,"[-1, -1]",0.21668000897523304
WIXCOW,0,C28H28FeN4O4,65,"['CC(=O)C(C=Nc1ccccc1N=CC(C(C)=O)=C(C)[O-])=C(C)[O-]', 'c1ccncc1', 'c1ccncc1']",2,"[-2, 0, 0]",0.23417700366223554
XARKOT,0,C31H31FeIP2,66,"['CP(c1ccccc1)c1ccccc1', 'CP(c1ccccc1)c1ccccc1', '[I-]', 'c1cc[cH-]c1']",2,"[0, 0, -1, -1]",-0.08303393547925636
TEBRUP,0,C21H22FeN4O6,54,"['COC(=O)C(C=Nc1ccccc1N=CC(C(=O)OC)=C(C)[O-])=C(C)[O-]', 'c1c[nH]cn1']",2,"[-2, 0]",-0.011198873079903915
UDUYOJ,0,C30H20FeN6S2,59,"['[N-]=C=S', '[N-]=C=S', 'c1ccc(-c2ccc3ccccc3n2)nc1', 'c1ccc(-c2ccc3ccccc3n2)nc1']",2,"[-1, -1, 0, 0]",0.3551689826445957
BESTIF,0,C20H27FeN2OPS2,54,"['CN(CCN(C)c1ccccc1[S-])c1ccccc1[S-]', 'CP(C)C', '[C-]#[O+]']",2,"[-2, 0, 0]",0.48660343856214433
ETOHEB,0,C18H26FeN6S2,53,"['CC(C)=NCCN(CCN=C(C)C)Cc1ccccn1', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1]",0.20298221923238008
BIXDES,0,C28H22FeN2O6,59,"['Cc1cccc(-c2cccc(C)n2)n1', 'O=C([O-])C(=O)c1ccccc1', 'O=C([O-])C(=O)c1ccccc1']",2,"[0, -1, -1]",0.7075133959234028
ETOGEA,1,C24H29ClFeN5(1+),60,"['CC1(c2ccccn2)CN(CCc2ccccn2)CN(CCc2ccccn2)C1', '[Cl-]']",2,"[0, -1]",-0.003391522265357938
EGICAZ,-1,C27H15FeN6O6(1-),55,"['N#CC(N=O)=C([O-])c1ccccc1', 'N#CC(N=O)=C([O-])c1ccccc1', 'N#CC(N=O)=C([O-])c1ccccc1']",2,"[-1, -1, -1]",1.437162353036859
EZUBAC,0,C26H28FeO4Si2,61,"['C[Si](C)(C)[c-]1c2c([c-]([Si](C)(C)C)c1=O)Cc1cccc3cccc(c13)C2', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.3930588260811791
NORMEM,0,C33H29FeO3PS,68,"['C=[C-]CS(=O)(=O)c1ccccc1', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-1, 0, -1, 0]",0.7517009566946562
LEDKUA,1,C25H27FeO2S2(1+),57,"['Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[C-]#[O+]', 'c1ccc(SCSc2ccccc2)cc1']",2,"[-1, 0, 0, 0]",1.1075800007941987
